Filename: amitag_21July2020_o4_02_1.fcs
Event #	143Nd_p53_Human_(Nd143Di)	144Nd_MHC_ClassI_(Nd144Di)	147Sm_p-Histone_H2A.x_(Sm147Di)	149Sm_p-p65_(Sm149Di)	150Nd_pRb_(Nd150Di)	153Eu_PL_(Eu153Di)	156Gd_p38_(Gd156Di)	159Tb_p21_(Tb159Di)	163Dy_CD54_(Dy163Di)	168Er_Ki-67_(Er168Di)	169Tm_p-16_(Tm169Di)	176Yb_BCL-xl_(Yb176Di)	209Bi_MHCII_(Bi209Di)
352	0.604973316192627	49.86639404296875	2.524465560913086	2.497312068939209	349.23272705078125	7.247399806976318	4.102562427520752	0.0	109.97511291503906	0.0	0.9988122582435608	2.280674695968628	2590.36962890625
353	0.8536081910133362	129.34996032714844	28.58016014099121	3.821744203567505	1346.33251953125	8.525193214416504	2.3496909141540527	0.921554684638977	2.5392816066741943	1.5330053567886353	2.3199453353881836	66.94496154785156	280.5588073730469
354	0.0	17.778949737548828	3.022451639175415	0.0	45.44363784790039	4.322818279266357	0.0	0.0	0.0	0.0	0.0	5.901118278503418	277.66192626953125
355	2.154071569442749	143.22152709960938	24.866989135742188	4.264319896697998	722.88427734375	94.46365356445312	28.695158004760742	2.5375287532806396	614.544677734375	2.5159621238708496	7.206991195678711	83.92858123779297	3071.78271484375
356	0.13749393820762634	153.7091064453125	14.666632652282715	5.058320045471191	451.8818664550781	13.494026184082031	4.665212631225586	3.9098052978515625	165.37863159179688	1.0415269136428833	2.339055299758911	48.5052490234375	1615.49755859375
357	1.4620188474655151	181.88917541503906	14.418196678161621	8.553897857666016	523.1737060546875	40.90800857543945	3.244919538497925	6.330217361450195	135.1146240234375	0.0	3.5659127235412598	45.67485809326172	2503.599365234375
358	6.288055896759033	87.85247039794922	16.255285263061523	8.742789268493652	323.27008056640625	3.292480945587158	6.477310657501221	6.9122514724731445	87.7511215209961	0.0	3.202824115753174	15.919979095458984	1145.6748046875
359	0.0	71.6244125366211	5.705113887786865	0.0	3.4169132709503174	7.453248500823975	0.0	0.0	3.3513550758361816	0.7754154801368713	0.0	4.8336501121521	14.690154075622559
360	0.4422721564769745	98.62338256835938	12.625670433044434	1.987746238708496	309.5086669921875	12.374998092651367	0.0	3.5111351013183594	670.8359985351562	0.3717919886112213	8.320463180541992	20.060733795166016	1660.8643798828125
361	4.30470609664917	54.97990417480469	17.50080680847168	7.641292095184326	586.5152587890625	11.848332405090332	8.918118476867676	5.661823749542236	571.5147094726562	1.7660119533538818	9.255575180053711	92.1781234741211	750.9722900390625
362	0.0	256.9578552246094	36.46326446533203	2.2787699699401855	749.4291381835938	69.9041748046875	0.4692547917366028	1.9649580717086792	34.46221160888672	1.3496558666229248	2.2269437313079834	52.53861618041992	348.8908386230469
363	0.4525842070579529	181.46702575683594	0.8533718585968018	3.0683772563934326	159.3890838623047	11.576787948608398	9.842960357666016	9.370519638061523	255.24436950683594	0.0	0.7312732338905334	42.56961441040039	6508.1572265625
364	2.0085573196411133	302.08282470703125	0.7698171734809875	4.125946044921875	145.07162475585938	21.302034378051758	2.3098268508911133	12.451044082641602	182.74012756347656	0.3679722249507904	20.59795570373535	51.289615631103516	3835.419921875
365	0.0	180.9629669189453	14.091776847839355	6.160914897918701	582.6709594726562	55.667781829833984	14.978567123413086	8.237208366394043	112.39643096923828	1.1128294467926025	2.958216905593872	46.246307373046875	1526.422119140625
366	0.0	151.7576904296875	23.290590286254883	5.600831985473633	455.84283447265625	10.976761817932129	1.845128059387207	6.263969421386719	118.08715057373047	0.0	8.728141784667969	19.74496841430664	1635.5008544921875
367	0.7333009839057922	1469.3251953125	2.80298113822937	0.47661980986595154	396.40228271484375	521.7777709960938	2.2426278591156006	0.6624783277511597	543.720458984375	0.17698317766189575	0.7376432418823242	45.27727508544922	2389.65625
368	52.84121322631836	183.0873260498047	159.34213256835938	6.091728210449219	881.9125366210938	21.27794647216797	20.298686981201172	6.338498115539551	68.46126556396484	4.596469402313232	3.7672038078308105	191.58819580078125	11.987605094909668
369	2.097928285598755	148.72076416015625	0.0	4.1303391456604	140.8402862548828	11.226408004760742	5.803041458129883	1.8892462253570557	208.1428680419922	2.16326904296875	1.4599984884262085	39.43880081176758	1800.2117919921875
